1-2,1-3,1-4,1-5,1-6,1-7,2-3,2-4,2-5,2-6,2-7,3-4,3-5,3-6,3-7,4-5,4-6,4-7,5-6,5-7,6-7
16.565,69.7,111.09,102.99,73.98,41.8,53.22,94.65,87.83,59.325,31.355,41.455,41.475,24.8,43.755,29.55,46.77,80.425,29.32,65.14,36.05
