1-2,1-3,1-4,1-5,1-6,1-7,2-3,2-4,2-5,2-6,2-7,3-4,3-5,3-6,3-7,4-5,4-6,4-7,5-6,5-7,6-7
23.06,49.78,58.36,82.44,50.505,29.97,27.09,35.345,59.5,29.685,14.08,12.42,35.555,22.58,30.05,24.36,17.445,33.45,35.16,55.495,21.23
